PP,WordCode,Word,Translation,Condition,MnemonicPP,RatingDiffPretr1,RatingKnowlPretr3,PractCorrectRespB1,PractCorrectRespB2,PractCorrectRespB3,PractTrialB1,PractRespB1,PractFixOnsetB1,PractSentOnsB1,PractRespOnsB1,PractRespLastKeyB1,PractRespSubmB1,PractBackspaceB1,PractSentence,PractTrialB2,PractRespB2,PractFixOnsetB2,PractSentOnsB2,PractRespOnsB2,PractRespLastKeyB2,PractRespSubmB2,PractBackspaceB2,PractTrialB3,PractRespB3,PractFixOnsetB3,PractSentOnsB3,PractRespOnsB3,PractRespLastKeyB3,PractRespSubmB3,PractBackspaceB3,Test1TrialSwa2Nl,Test1RespSwa2Nl,Test1CorrectSwa2Nl,Test1LDSwa2Nl,Test1FixOnsetSwa2Nl,Test1WordOnsetSwa2Nl,Test1RespOnsetSwa2Nl,Test1LastKeySwa2Nl,Test1RespSubmSwa2Nl,Test1BackspaceSwa2Nl,Test1TrialNl2Swa,Test1RespNl2Swa,Test1CorrectNl2Swa,Test1LDNl2Swa,Test1FixOnsetNl2Swa,Test1WordOnsetNl2Swa,Test1RespOnsetNl2Swa,Test1LastKeyNl2Swa,Test1RespSubmNl2Swa,Test1BackspaceNl2Swa,Test2TrialSwa2Nl,Test2RespSwa2Nl,Test2CorrectSwa2Nl,Test2LDSwa2Nl,Test2FixOnsetSwa2Nl,Test2WordOnsetSwa2Nl,Test2RespOnsetSwa2Nl,Test2LastKeySwa2Nl,Test2RespSubmSwa2Nl,Test2BackspaceSwa2Nl,Test2TrialNl2Swa,Test2RespNl2Swa,Test2CorrectNl2Swa,Test2LDNl2Swa,Test2FixOnsetNl2Swa,Test2WordOnsetNl2Swa,Test2RespOnsetNl2Swa,Test2LastKeyNl2Swa,Test2RespSubmNl2Swa,Test2BackspaceNl2Swa,PractLDRespB1,PractLDRespB3,PractLDRespB2,Test1Swa2NlLenient,Test2Swa2NlLenient,Test1Nl2SwaLenient,Test2Nl2SwaLenient,FirstTestSession,RepeatedTest
1,S72,basila,bus,context,met bas in de bus,2.3,2.4,TRUE,TRUE,TRUE,8,bus,0.00502090056307,2.53754114306,5.6371800302,5.98955009634,6.61956030643,0,Ik sta op straat bij de halte. Ik wacht op mijn basila.,44,bus,0.012783535577,2.52864128774,5.84425196888,6.24728742833,8.7932840403,0,52,bus,0.0112473747195,2.54376717917,5.42618677826,5.82947954815,6.26256108852,0,,,,,,,,,,,,,,,,,,,,,88,bus,TRUE,0,0.0162452565255,1.53243230423,18.8934085089,19.2765957036,20.442899946,0,66,basteli,FALSE,3,0.0158384848487,1.53202570957,3.88129017402,5.55200075608,6.49709846385,0,0,0,0,,TRUE,,FALSE,2,FALSE
1,S55,baskeli,fiets,retrievalc,bisiklet,1.1,3.5,TRUE,TRUE,TRUE,45,fiets,0.00712718823343,2.53964926092,62.3866153793,62.8897335943,63.4362641238,0,Beide banden zijn lek. Ik kan de baskeli niet gebruiken.,67,fiets,0.0112586529231,2.52711668411,7.12563805206,7.8087253457,9.2249502847,0,1,fiets,0.0093022042347,2.5418315497,6.07403629421,6.59051074281,7.01126410617,0,,,,,,,,,,,,,,,,,,,,,29,fiets,TRUE,0,0.0162630273028,1.5324530153,16.394260051,16.844089973,17.2939684218,0,52,baskeli,TRUE,0,0.0163447824784,1.5325329613,17.1440786679,18.0104447435,18.293689514,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S67,bibi,oma,retrievalc,naam bibi,1,3.7,TRUE,TRUE,TRUE,17,oma,0.0157478187675,2.53160787517,5.34738334556,5.7972168728,6.13044821848,0,Dit is de moeder van de moeder van het meisje. Dit is haar bibi.,66,oma,0.00421484658364,2.53673583616,5.95231370046,6.48545318667,7.8716231608,0,20,oma,0.0101042437873,2.52596142589,6.1248140705,6.47784099971,6.75792566341,0,,,,,,,,,,,,,,,,,,,,,3,oma,TRUE,0,0.0161009420942,1.53228423642,3.99817323732,4.38135966097,4.53471174017,0,48,bibi,TRUE,0,0.0161064206418,1.53229580558,4.14813651065,4.48138828383,5.01452529553,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S68,bustani,tuin,retrievalc,hastane tuintje,2.5,3.4,TRUE,TRUE,TRUE,50,tuin,0.00447989185523,2.53701301172,11.0509012648,11.5840374087,11.8006388228,0,Hij maait het gras en geeft de bloemen water. Hij is in de bustani.,18,tuin,0.0151120329501,2.53096921205,6.9295556496,7.69595239759,8.3658637198,0,6,tuin,0.0172758427561,2.53313569514,4.69912626013,5.16562050452,5.44887122593,0,6,bus,FALSE,3,0.0161997869764,1.53238724364,3.16522137361,3.61505559993,4.71471884234,0,6,bestani,FALSE,1,0.0162140114935,1.53240199921,7.61377048152,9.36318618386,9.74640225524,0,8,tuin,TRUE,0,0.0161030783079,1.54894893189,3.94819868887,4.53132585359,4.86814807681,0,1,bustani,TRUE,0,0.00409889288903,1.52028565557,16.4487280378,18.2026167087,19.0478737594,1,0,0,0,FALSE,TRUE,TRUE,TRUE,1,TRUE
1,S71,chanjo,schaar,retrievalc,jango film is zelfs gevaarlijk met een schaar,2.1,3.1,TRUE,TRUE,TRUE,37,schaar,0.00623690026987,2.53875722077,5.2878918448,6.27088089796,6.50414658764,0,Ik wil graag iets uitknippen. Heb je een chanjo?,74,schaar,0.00558057426133,2.53810055873,4.80406519262,5.64141554299,7.70310857792,0,8,schaar,0.00358774369124,2.53603085396,4.90195766648,5.68502784397,6.11822302746,0,,,,,,,,,,,,,,,,,,,,,15,schaar,TRUE,0,0.0162322412241,1.53242054905,17.7104449985,18.7267613441,19.4598693999,0,89,chanjo,TRUE,0,0.0162673267328,1.53245327633,4.46485773777,5.4645179688,5.74775922292,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S45,chikiru,vogel,context,het geluid dat een vogel maakt gechirp,1.4,3.1,TRUE,TRUE,TRUE,30,vogel,0.00808115198924,2.54060302966,7.83889456875,10.5912519625,13.7242457856,0,In de winter zet ik altijd een huisje met voer in de tuin. Ik kijk graag naar de chikiru.,6,vogel,0.00344696867705,2.53594607391,7.71828302952,8.61728662624,9.01716959242,0,73,vogel,0.00414384701071,2.53666258634,6.36876837329,7.20180703875,7.66832885008,0,,,,,,,,,,,,,,,,,,,,,62,vogel,TRUE,0,0.0163101830183,1.53249894089,3.46523480348,4.2649540174,4.5857340024,0,58,chikiru,TRUE,0,0.0161914401438,1.53237785178,3.28183668167,5.29782523552,5.88098560156,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S73,chunga,pan,retrievalc,chunga chunga chunga chunga chunga,2.4,2.1,TRUE,TRUE,TRUE,94,pan,0.0123470100152,2.52820535324,7.39331444521,7.77649389168,8.30966728751,0,Voor zo veel pasta moeten we 10 liter water koken. Heb je een grote chunga?,35,pan,0.00713900949449,2.53965734978,12.3864443097,12.769630978,13.2528643079,0,60,pan,0.00378575881405,2.53630746546,11.5167085259,12.1331588736,12.6663229775,0,,,,,,,,,,,,,,,,,,,,,28,pan,TRUE,0,0.0161060906091,1.53229318632,4.33141163516,4.71460258626,5.18112672067,0,18,chumba,FALSE,2,0.0160793159316,1.53226660666,6.23138917492,7.75101152715,11.3457438194,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S64,degaga,bril,retrievalc,lady gaga,1.7,2.9,TRUE,TRUE,TRUE,31,bril,0.00478896382356,2.53731165758,5.83626070648,6.48602760694,6.98587396689,0,Ik ben bijziend. Ik heb een degaga nodig.,4,bril,0.00857738092054,2.52443193774,5.05696730485,5.62659385101,5.97332027316,0,55,bril,0.00447745859674,2.53699904523,5.63601252167,6.18581098784,6.56902981351,0,,,,,,,,,,,,,,,,,,,,,14,bril,TRUE,0,0.0163537503751,1.53254120612,8.7635249835,9.3299830063,9.56324780378,0,40,degaga,TRUE,0,0.0161311431143,1.532320036,4.63133456946,5.2977639544,5.54769322532,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S76,dhoruba,storm,context,tornado door aruba,2.5,3.9,TRUE,TRUE,TRUE,12,storm,0.00437662683998,2.53689887355,6.45231292371,7.20204452908,7.48529284124,0,Daken vlogen van huizen en talloze bomen vielen om. De dhoruba was heftig.,14,storm,0.00952954748482,2.54204846384,6.39081484792,7.27718189474,8.19022244073,0,69,storm,0.0152270502185,2.54774792878,6.41317337383,7.24975848057,7.99598639321,0,,,,,,,,,,,,,,,,,,,,,84,storm,TRUE,0,0.0160747554755,1.53226237324,5.63095081908,6.31403757876,6.5639780078,0,8,dhorubu,FALSE,1,0.0162776777679,1.5324629943,11.2626210531,12.7454543534,13.4785720012,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S78,duka,winkel,retrievalc,dukan,0.9,3.4,TRUE,TRUE,TRUE,33,winkel,0.0199710332436,2.55248924752,5.9014256414,6.85109487445,7.20480455049,0,Ik koop hier bijna al mijn kleding. Dit is mijn favoriete duka.,38,winkel,0.00356776756234,2.53608765302,5.45183162671,6.27245735312,7.07235193021,0,74,winkel,0.0133105657933,2.52916740286,16.2246791624,17.0577194331,17.390962483,0,,,,,,,,,,,,,,,,,,,,,21,winkel,TRUE,0,0.0162252175218,1.53241221722,8.71341480048,9.46314856586,9.64643171317,0,41,duka,TRUE,0,0.0161486738675,1.53233557456,3.04853746775,7.76365737474,9.39644891089,1,0,0,0,,TRUE,,TRUE,2,FALSE
1,S79,dunia,aarde,context,dunya zo heet mijn hond en zij is de aarde voor mij,1.2,3.9,TRUE,TRUE,TRUE,97,aarde,0.00507886674586,2.53759906123,5.91985652036,6.88618356025,8.4023737442,0,Onze planeet is de enige waarop leven bestaat. Dat maakt de dunia speciaal.,87,aarde,0.00509111105202,2.53761152456,8.08581724417,8.97240516255,9.80191556566,0,87,aarde,0.0171684282977,2.53302573941,6.04857078388,6.86844960762,8.36447394755,0,,,,,,,,,,,,,,,,,,,,,73,wereld,FALSE,5,0.0161507770777,1.53233723072,4.03155456646,21.1258925173,21.8756706241,1,4,dunia,TRUE,0,0.0163137083709,1.53249776478,3.59852431743,4.30192530453,4.53565144915,0,0,0,0,,FALSE,,TRUE,2,FALSE
1,S81,farasi,paard,retrievalf,farsi en ras,2.2,3.3,TRUE,TRUE,TRUE,102,paard,0.00636150356058,2.53888274816,7.32067664318,8.52378642589,9.2573324958,0,Het dier hinnikt. Wat een mooi farasi.,41,paard,0.0151692430527,2.53102554006,5.74667096424,6.47974190947,7.41700661337,0,13,paard,0.00759448507779,2.54011530663,4.5561544038,5.1094800282,6.97203005821,0,2,paard,TRUE,0,0.0158900819424,1.53207891575,3.31486396749,3.86466676012,4.23122887108,0,8,faras,FALSE,1,0.0159911267201,1.53217888341,6.44726258701,13.8114866972,14.3446617313,0,11,paard,TRUE,0,0.0160988388839,1.53228532553,3.23176132613,3.8148850345,4.24809531353,0,3,farasi,TRUE,0,0.0162310531055,1.53241950195,5.98098860486,18.8267214761,19.2932548395,0,0,0,0,TRUE,TRUE,TRUE,TRUE,1,TRUE
1,S70,fasihi,boek,retrievalc,fasihi fasihi fasihi fasihi fasihi,2.3,2.4,TRUE,TRUE,TRUE,70,boek,0.00477968083305,2.53729926025,6.76927637515,7.30241214396,7.50235582929,0,"Ik heb niets meer om te lezen, dus ik ga naar de bibliotheek. Ik zal een fasihi lenen.",43,boek,0.0121232971514,2.52797981018,7.12650039504,7.64297646982,8.29278717797,0,41,boek,0.0101371392939,2.52599492446,4.82527540004,5.31176962776,6.27479539151,0,10,boek,TRUE,0,0.0163619182713,1.53254896389,3.39863577715,3.76516454555,3.98583786504,0,4,facili,FALSE,2,0.0160139051513,1.53220157184,18.3433637415,19.2430492239,19.8262054943,0,5,boek,TRUE,0,0.0161719231924,1.53235942694,4.43144243624,4.88127269727,5.09788156016,0,4,fasili,FALSE,1,0.0161337053705,1.53232165617,10.2136247135,12.8619368977,13.2329422832,0,0,0,0,TRUE,TRUE,TRUE,TRUE,1,TRUE
1,S83,flava,muziek,retrievalc,flava in ya ear,0.9,3.9,TRUE,TRUE,TRUE,101,muziek,0.0159421734979,2.53180139882,5.14764304292,7.11775357405,7.61349700835,0,Voor mij klinken zelfs jazz en rock hetzelfde. Flava interesseert me niet.,70,muziek,0.00998839542899,2.52584713169,4.8084665841,6.17468596617,8.1118115639,0,90,muziek,0.0043572417726,2.5368777963,4.46961383881,5.25266374313,5.66921257801,0,,,,,,,,,,,,,,,,,,,,,75,muziek,TRUE,0,0.0161794719472,1.53236746475,3.01525114912,3.66501659466,3.83164120912,0,6,flava,TRUE,0,0.0162648124815,1.53245025203,7.51384640264,8.36354378038,9.54651475248,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S84,fumbo,puzzel,retrievalc,fumbo fumbo fumbo fumbo fumbo,2,2.3,TRUE,FALSE,TRUE,61,puzzel,0.00859541584487,2.54111652243,8.40588670191,9.75542416058,10.0886578675,0,Eindelijk heb ik de oplossing gevonden voor de sudoku. Het was een moeilijke fumbo.,95,,0.01319877687,2.52905705409,303.079962328,,303.079962328,0,40,puzzel,0.00388290017509,2.5363997223,5.40216137355,6.51844168445,6.85167497133,0,,,,,,,,,,,,,,,,,,,,,70,puzzel,TRUE,0,0.0162387818782,1.54908752775,5.18126442844,6.34752917792,6.59745570957,0,2,ufumbu,FALSE,2,0.0162794929493,1.53246613861,9.92973848785,11.3999722922,12.145669565,0,0,0,6,,TRUE,,TRUE,2,FALSE
1,S60,funguo,sleutel,context,fungo heeft vorm van champignon,2.2,3.2,TRUE,TRUE,TRUE,1,sleutel,0.00743177472259,2.53995438147,6.47203124,7.33839528816,8.23811962476,0,Ik wil de deur op slot zetten. Waar is de funguo?,80,sleutel,0.00952444994164,2.54204369333,6.32416802792,7.5237534517,8.15689533584,0,42,sleutel,0.0104291154385,2.54294849984,5.04278313587,6.07513664658,6.44615033237,0,,,,,,,,,,,,,,,,,,,,,27,gordijn,FALSE,7,0.0163155445543,1.53250241224,5.1979990189,6.29762358836,6.53088587759,0,39,ufungo,FALSE,2,0.0161554785477,1.54900539154,7.8136409811,11.9289470447,12.8453114461,0,0,0,0,,FALSE,,TRUE,2,FALSE
1,S87,godoro,matras,context,go door zak door matras,1.5,2.9,TRUE,TRUE,TRUE,95,matras,0.0152318597311,2.54775332035,9.16227463429,10.1952501503,10.7450846144,0,Ik heb slecht geslapen in het hotelbed en kreeg last van mijn rug. De godoro was te hard.,52,matras,0.0161140468317,2.54863620953,8.33009612459,10.2960963283,11.095847331,0,26,matras,0.0160988772132,2.54861947674,5.36439486312,6.2349393652,8.0468466033,0,,,,,,,,,,,,,,,,,,,,,72,matras,TRUE,0,0.0162290519052,1.53241873087,19.1932973177,20.0763237054,20.2429438464,0,77,godoro,TRUE,0,0.0157068256826,1.53189423942,5.64724217222,6.35131620162,7.13009039604,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S88,goti,knie,retrievalf,goti goti goti goti goti,2,2.5,TRUE,TRUE,TRUE,90,knie,0.0144034143641,2.53026436187,5.6126184113,6.33229733205,6.69891120153,0,Ik werd aan de meniscus geopereerd. Ik heb last van mijn goti.,71,knie,0.016800529057,2.53265665804,6.96456678912,7.59767582275,8.33077912344,0,101,knie,0.0120632727485,2.52791837563,5.12710341303,5.66023816474,6.19685472484,0,,,,,,,,,,,,,,,,,,,,,41,knie,TRUE,0,0.0162684638465,1.53245742274,11.046029703,11.5458413921,11.7291256316,0,74,gota,FALSE,1,0.0159979237924,1.53218350435,3.39827359436,5.81413442844,6.58055615662,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S101,harufu,geur,retrievalc,uf haar heeft geurtje,1.9,3.2,TRUE,TRUE,TRUE,89,geur,0.0125484334994,2.52840813287,6.4771424742,7.06026325075,7.81003759568,0,Het ruikt lekker. Waar komt de harufu vandaan?,64,geur,0.00986952574931,2.52572735892,14.0886152176,14.788368722,16.9210159204,0,59,geur,0.00847788130886,2.54099664764,7.5560465173,8.0391984545,8.43907807533,0,,,,,,,,,,,,,,,,,,,,,26,geur,TRUE,0,0.0163504320431,1.53253831383,5.66455063006,6.06439868887,6.43460107111,0,49,harufu,TRUE,0,0.01621110111,1.53239607261,5.73104944194,7.38048415542,7.89700309331,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S57,hasira,woede,retrievalf,hasira hasira hasira hasira hasira,1.9,2.3,TRUE,TRUE,TRUE,4,woede,0.0151340552989,2.5309950448,6.77963313787,7.27944781143,8.4790762208,0,Ze stampt met haar voet en gilt boos. Haar hasira is groot.,40,woede,0.012588511775,2.52844586789,7.59347949715,8.09668980391,9.07632683953,0,44,woede,0.0053453011642,2.53786516262,5.47026790624,6.02006788757,6.65744655063,0,,,,,,,,,,,,,,,,,,,,,17,woede,TRUE,0,0.0160632583257,1.53225027603,3.49830959796,4.05174320132,4.2980339874,0,80,hasira,TRUE,0,0.0161479627964,1.53233648665,16.1108921812,17.2771572187,17.4104492139,0,0,0,0,,TRUE,,TRUE,2,FALSE
1,S75,hewa,lucht,retrievalf,hava,1.3,3.8,TRUE,TRUE,TRUE,29,lucht,0.00500199254566,2.53752122093,5.80315023369,6.6861721487,7.05653486405,0,Hij heeft een  astmaaanval. Hij krijgt geen hewa.,81,lucht,0.0174097140361,2.53326865132,4.99916222397,5.81554159444,6.63195773382,0,34,lucht,0.0102610525137,2.52611956075,4.65878791438,5.45850222924,5.87504515348,0,,,,,,,,,,,,,,,,,,,,,38,lucht,TRUE,0,0.0162664386439,1.53245451845,3.59848215722,4.35182893489,4.80223825983,0,87,hewa,TRUE,0,0.0161342034203,1.53232135014,5.21447865287,16.6309340144,17.776999823,1,0,0,0,,TRUE,,TRUE,2,FALSE
1,S92,jibini,kaas,retrievalf,jibi is zak stop die kaas in je zak,1.7,3.6,TRUE,TRUE,TRUE,21,kaas,0.00630375039964,2.53882571208,5.17132958849,5.60449930226,5.72113605351,0,Gouda vind ik het lekkerst. Ik hou van jibini.,53,kaas,0.00424091936475,2.53676077482,5.05263631287,5.5524524896,6.03564235985,0,3,kaas,0.013262491666,2.52912100891,4.47851960176,4.91520968403,5.2282603491,0,,,,,,,,,,,,,,,,,,,,,11,kaas,TRUE,0,0.0161683528353,1.53235612661,4.83129993999,5.41442481548,10.6663430483,0,46,jibini,TRUE,0,0.0161874377441,1.53237339034,3.09925041404,4.43145711371,5.44779291929,0,0,0,0,,TRUE,,TRUE,2,FALSE
