Participant,PP,Word,Wcode,Cond,PresentedSentenceDuringTest,KeyPressed,RT,TrialNum,WordPresentationNum,SentenceType,ResponseMirrored,Accuracy,Confidence,ConfidenceForCorrectResponses,Familiarity,Fit
3,3,farasi,S81,context,"Omdat ik bijziend ben, draag ik een farasi.",1,4.82570116546,75,1,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,swali,S22,retrieval,De uitleg was duidelijk. Daardoor had niemand een swali.,5,6.11755422192,76,1,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
3,3,wingu,S17,retrieval,Ik vind het heel erg dat ik mijn wingu kwijt ben.,1,4.00064416312,77,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,saduku,S15,retrieval,Ik heb de saduku met je spullen op de zolder gezet.,6,1.94200506731,78,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,kioo,S30,retrieval,Ik kan mijn outfit bekijken in de kioo.,6,2.83380841057,79,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,moto,S21,context,Spelen met moto is gevaarlijk omdat je jezelf kunt verbranden.,6,2.52543653703,80,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,mkono,S48,context,Zijn mkono zit in het gips.,6,5.38410958874,81,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,mkate,S25,retrieval,Hij stootte zijn mkate tegen de deurpost. Daarom loopt hij nu op krukken.,1,9.27645084428,82,1,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,mbwa,S42,context,Ik weet niets over mwba. Wat is het verschil tussen jazz en rock?,1,4.33404740563,83,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,tabibu,S10,context,Hij stopte zijn geld in zijn tabibu.,1,3.78386523952,84,3,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,wimbo,S16,context,Zij kon geen wimbo meenemen. Het paste niet meer in haar tas.,1,2.65871976879,85,1,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,uchafu,S19,retrieval,"Het is hier vies en smerig, er moet eindelijk iemand het uchafu opruimen!",6,3.30046298184,86,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,bibi,S67,retrieval,De bibi lag op de vensterbank te drogen.,1,3.73394453928,87,1,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,askari,S61,retrieval,Zij ging hengelen en hoopte op een askari.,5,5.42586339913,88,1,FamiliarNoFit,2,FALSE,2,,TRUE,FALSE
3,3,mkate,S25,retrieval,Vers mkate is het lekkerst.,5,3.38390097088,89,2,UnfamiliarFit,5,TRUE,2,2,FALSE,TRUE
3,3,maliki,S38,context,Hij stuurde zijn zusje naar de supermarkt om maliki te halen.,1,2.75870792307,90,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,lugha,S36,retrieval,In deze lugha zitten veel mooie klanken.,5,5.55923290769,91,1,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
3,3,askari,S61,retrieval,Natuurlijk nam ik tijdens mijn reis mijn askari mee.,1,3.05049162519,92,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,nyanya,S51,retrieval,Zondag ochtend gaan wij met de hele familie naar de nyanya.,1,5.25909394933,93,1,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,chanjo,S71,context,In de hobbykist zit een scherpe chanjo.,6,3.12544341698,94,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,rangi,S2,context,Deze muur werd gisteren geverfd.Wat vind je van de rangi?,6,3.85890247587,95,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,wivu,S56,context,In de prachtige blauwe hemel is geen wivu te zien.,1,2.91708133628,96,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,harufu,S101,context,Wat een lekkere harufu. Wat ben jij aan het bakken?,6,4.20893994108,97,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,duka,S78,context,In deze duka koop ik graag mijn zomerkleding.,5,12.2269010511,98,1,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
3,3,panya,S53,retrieval,De panya piept.,6,2.51699528141,99,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,lugha,S36,retrieval,De blinde man hoorde dat Jezus er was. Hij hoopte op een lugha,1,2.8170659951,100,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,dhoruba,S76,context,De dhoruba heeft veel schade veroorzaakt. Talloze bomen vielen om.,6,2.33373614335,101,3,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,pamba,S98,context,We zingen enthousiast mee met het pamba.,1,4.10901365088,102,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,hasira,S57,context,Zorg dat je hasira is bekoeld voordat je deze belangrijke beslissing neemt!,6,4.85909860994,103,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,kumbukumbu,S18,retrieval,Na haar hersenbloeding heeft zij problemen met haar kumbukumbu.,6,4.08390432763,104,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,wimbo,S16,context,Hij heeft een nieuw wimbo geschreven.,6,3.22553504794,105,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,hasira,S57,context,Ik heb een helm op mijn hasira.,1,2.95040138132,106,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,pamba,S98,context,Langs de snelweg zie je altijd veel pamba.,1,6.67596403228,107,3,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,kaputula,S74,context,Deze stof is erg geschikt voor het maken van een kaputula.,6,2.61702560313,108,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,adhama,S4,retrieval,Hij zou alles doen om de adhama van zijn familie te redden.,6,2.10859835708,109,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,wazo,S107,retrieval,Het mooie licht in de woonkamer komt van de wazo.,1,3.52558412307,110,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,bustani,S68,context,Iedereen reageerde geschokt op zijn bustani omdat hij zo plotseling is overleden.,1,3.00876666619,111,1,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,chunga,S73,retrieval,Er staat een chunga in haar keukenkastje.,6,5.38418782043,112,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,funguo,S60,context,"Mijn hartelijke funguo, je hebt me zeer geholpen.",1,11.6184870378,113,1,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,kijana,S29,retrieval,De kijana speelt graag met auto's.,6,4.06720158283,114,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,dunia,S79,context,De dunia is rond.,6,3.98387567041,115,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,rangi,S2,context,"Als hij zich verveelt, gaat hij soms naar de rangi.",1,1.88367057575,116,3,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,taa,S97,retrieval,Deze taa is haar favoriete kledingstuk.,1,2.91714292293,117,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,harufu,S101,context,In de stal lag veel harufu.,1,7.80123323116,118,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,skati,S9,retrieval,Ik draag in de zomer liever een skati dan een broek.,6,2.07528524747,119,1,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,samaki,S5,context,Zij ging hengelen en hoopte op een samaki.,6,7.32607692728,120,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,mchoro,S95,context,Bij het scrabble spel moet je steeds een mchoro verzinnen.,1,10.1182569201,121,1,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,pombe,S31,retrieval,De studenten drinken pombe.,6,2.20872577488,122,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,siri,S8,retrieval,Ik kan mijn outfit bekijken in de siri.,1,2.26697149287,123,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,moto,S21,context,Tegen de muur staat een moto.,1,3.56718812809,124,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,mchuma,S43,retrieval,Het is verboden om zomaar een mchuma te kopen.,6,2.24204831667,125,3,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,maumiva,S40,context,Zijn kleine zusje is verliefd op haar maumiva.,1,4.25060608759,126,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,kamba,S23,retrieval,Wat een uitbarsting van kamba! Kijk hoe ze met haar voet stampt en gilt.,2,9.6264308841,127,1,FamiliarNoFit,5,TRUE,2,2,TRUE,FALSE
3,3,keja,S27,retrieval,Het keja wordt goed onderhouden.,5,8.7930405415,128,2,UnfamiliarFit,5,TRUE,2,2,FALSE,TRUE
3,3,panya,S53,retrieval,We vinden het gezellig om samen met veel vrienden te eten. Gelukkig is onze panya hiervoor nu groot genoeg.,1,8.06779497858,129,3,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,farasi,S81,context,Er staat een farasi in de wei.,6,3.38358526992,130,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,tunda,S66,retrieval,"Zij vinden het tweede tunda het leukst, omdat deze een eigen tuin en meer woonruimte heeft.",1,4.76728760996,131,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,ukumbi,S109,retrieval,In het ukumbi draait een toneelvoorstelling.,6,2.40854478778,132,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,bustani,S68,context,Bij mooi weer zit de oude dame vaak in de bustani.,6,4.60878325576,133,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,meza,S44,context,We vinden het gezellig om samen met veel vrienden te eten. Gelukkig is onze meza hiervoor nu groot genoeg.,6,4.11725877242,134,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,godoro,S87,retrieval,"Niemand weet dat. Wat ze vroeger deed, behoort tot het godoro.",1,3.58384815061,135,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,simu,S100,retrieval,Mijn nieuwe simu maakt hele mooie foto's.,6,3.85054777446,136,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,paka,S52,retrieval,De studenten spreken vaak in de paka af.,1,2.30866121985,137,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,fumbo,S84,retrieval,"Kijk, hij draagt groene sokken onder de fumbo.",1,6.94274743618,138,1,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,flava,S83,retrieval,De flava is goed schoongemaakt.,1,2.93381681632,139,1,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,sauti,S6,retrieval,Door de intercom klinkt een sauti.,6,3.0838399668,140,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,flava,S83,retrieval,Zijn flava is zo goed dat hij 100 spelkaarten kan onthouden.,1,2.4836566494,141,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,funguo,S60,context,"Wat stom, hij heeft zijn funguo op het werk laten liggen.",5,6.49262666253,142,2,UnfamiliarFit,5,TRUE,2,2,FALSE,TRUE
3,3,maumiva,S40,context,De verdoving hielp tegen de maumiva.,6,2.48366303,143,3,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,mchoro,S95,context,Ik kocht een mchoro op de veiling. Hij hangt nu aan de muur.,5,5.38417783341,144,2,UnfamiliarFit,5,TRUE,2,2,FALSE,TRUE
3,3,tumaini,S12,retrieval,Geef de tumaini niet op! Ik weet dat je het kunt!,6,4.73409850591,145,3,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,samaki,S5,context,Hij had zijn laptop voor zich staan op de samaki en was druk aan het werk.,1,2.62544216861,146,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,farasi,S81,context,De man had zichzelf buiten gesloten. Gelukkig was zijn farasi thuis.,1,2.45868270583,147,3,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,anga,S59,context,Ik wil het niet vertellen. Het is een anga.,1,2.45866800271,148,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,kamba,S23,retrieval,Het kamba hield een leuke toespraak.,2,8.98466741958,149,2,UnfamiliarNoFit,5,TRUE,2,2,FALSE,FALSE
3,3,degaga,S64,retrieval,"Omdat ik bijziend ben, draag ik een degaga.",6,1.73370041199,150,1,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,jibini,S92,retrieval,Gouda is lekkere jibini.,5,4.27569044328,151,3,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
3,3,flava,S83,retrieval,Op dit festival spelen ze erg mooie flava.,6,3.21703858626,152,3,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,maji,S49,context,De maji speelt graag met auto's.,1,1.69197573042,153,3,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,bamba,S47,context,Dit bamba is een erfstuk. Het is gemaakt van porselein en heeft een randje uit goud.,6,3.36713636201,154,2,UnfamiliarFit,6,TRUE,3,3,FALSE,TRUE
3,3,goti,S88,context,"Als ik 's avonds het huis uit ga, doe ik mijn goti aan.",1,2.21697450285,155,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,askari,S61,retrieval,Ik ben na de diefstal van mijn handtas meteen naar de askari gegaan.,6,2.64210607497,156,3,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,ufu,S34,retrieval,Ik heb de ufu in de hoek gezet. Hij past goed bij het interieur.,1,1.95033979466,157,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,kamba,S23,retrieval,Ze heeft de houten blokken met een kamba verbonden.,6,3.15045370223,158,3,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,tunda,S66,retrieval,Het tunda geeft een mooi geluid.,1,2.22538024905,159,3,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,kichwa,S28,context,Ik heb een helm op mijn kichwa.,5,5.06738218154,160,1,FamiliarFit,5,TRUE,2,2,TRUE,TRUE
3,3,kichwa,S28,context,De kichwa blaft hard.,1,1.25858183687,161,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,keja,S27,retrieval,"Als er golven zijn, kun je hier prima op de keja surfen.",1,4.0672537373,162,3,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
3,3,kiti,S32,retrieval,In de garage staat een oude kiti.,5,5.08409352627,163,1,UnfamiliarFit,5,TRUE,2,2,FALSE,TRUE
3,3,bibi,S67,retrieval,Dit is de bibi van het meisje. Ik denk dat zij de moeder is van haar moeder.,6,3.27554840559,164,2,FamiliarFit,6,TRUE,3,3,TRUE,TRUE
3,3,memo,S50,context,Het jonge kind en zijn memo zijn onafscheidelijk.,1,1.57520521256,165,2,UnfamiliarNoFit,6,TRUE,3,3,FALSE,FALSE
3,3,duka,S78,context,De verdoving hielp tegen de duka.,1,1.67530488862,166,2,FamiliarNoFit,6,TRUE,3,3,TRUE,FALSE
